id,url
1,https://www.elitesupps.com.au/pages/the-elite-app
2,https://shapermint.com/pages/5-reasons-why-i-am-obsessed-with-this-cami-shaper
3,https://lairdsuperfood.com/pages/discover-daily-greens
4,https://atoms.com/landing
5,http://lashify.com/pages/control-Kit-lp
6,https://enchroma.co.uk/pages/colour-blind-test
7,https://jenny-bird.ca/pages/nouveaux-puffs
8,https://fr.ugreen.com/pages/flash-deal
9,https://www.statebicycle.com/pages/sb-singup-landing-page
10,https://liquiddeath.com/voodoo
11,https://www.mvmt.com/womens-watches/frost
12,https://www.shinesty.com/pages/worlds-best-ball-hammock-athletic-shorts
13,https://ro.co/lp/erectile-dysfunction/b/
14,https://subscribe.rocksbox.com/CJ4i/TryNow
15,https://flair.co/pages/pros
16,https://try.omsom.com/welcome/
17,https://hello.eatnowadays.com/limited-offer
18,https://try.javycoffee.com/d/order
19,https://purplefire.io/dtc-landing-pages/#
20,https://purplefire.io/dtc-landing-pages/#
21,https://go.komusodesign.com/gift-the-shift-c
22,https://purplefire.io/dtc-landing-pages/#
23,https://bigblanket.com/products/the-big-blanket?dest=get.bigblanket.comf14851a1&link=httpsget.bigblanket.comf14851a1&visitID=7e49e4ec577b8478&pageID=1705&variant=27926196715584
24,https://thursdayboots.com/pages/womens-captain
25,https://mantasleep.com/pages/five-reasons-why
26,https://get.pelacase.com/elephant-day
27,https://www.honeylove.com/pages/crossover-cami-bodysuit
28,https://kosas.com/pages/dreambeam
29,https://shop.highlinewellness.com/topical-best-sellers/
30,https://purplefire.io/dtc-landing-pages/#
31,https://www.ekster.com/pages/grid-backpack
32,https://www.califiafarms.com/organic-milks
33,https://properwild.com/pages/adhd-flex-welcome-offer
34,https://get.daily-harvest.com/fb-smoothies/
35,https://get.cozyearth.com/celebrity-endorsement
36,http://hawke.rs/PierreGaslySG
37,https://kinderbeauty.com/pages/beauty-box-subscription
38,https://www.bioliteenergy.com/pages/rechargeable-headlamps
39,https://bigblanket.com/products/the-big-blanket?variant=39385974702116&dest=get.bigblanket.comf14811a1&link=httpsget.bigblanket.comf14811a1&visitID=43b232ef54467b5b&pageID=6592
40,https://uk.bond-touch.com/
41,https://www.nestbedding.com/pages/labor-day-sale
42,https://ruffwear.com/pages/running-with-dogs
43,https://go.hellomockingbird.com/why-mockingbird
44,https://www.aeraforhome.com/pages/lavant-collective
45,https://get.drsquatch.com/treat-yo-self-a
46,https://www.hayabusafight.ca/pages/star-wars-sith
47,https://pourri.com/pages/camp-funk-poo-bundles
48,https://www.quadlockcase.net/shop-moto
49,https://www.maperformance.com/pages/mitsubishi-evolution-8-9-parts
50,https://www.onnit.com/alpha-brain-offer-jmbb
51,https://ro.co/dermatology/
52,https://lumedeodorant.com/shop
53,https://overtone.co/pages/for-you-sampler-packs
54,https://purplefire.io/dtc-landing-pages/#
55,https://try.sandcloud.com/mineral-spf
56,https://try.keeps.com/flash-sale
57,https://www.elwood-clothing.com/tee
58,https://try.apostrophe.com/oAye/TryApostrophe
59,https://ca.shopatshowcase.com/pages/liveshopping20230829
60,https://tryautobrush.com/pages/6-15-21-new-hook-kids-2
61,https://kawaiipenshop.com/pages/special-offer-2
62,https://purplefire.io/dtc-landing-pages/#
63,https://www.bodycandy.com/pages/viral-double-spiral-nose-ring
64,https://nordgreen.jp/pages/_philosopher-design
65,https://purplefire.io/dtc-landing-pages/#
66,https://try.miraclebrand.co/a/s6-reasons-holiday
67,https://www.kachava.com/pages/9-reasons-meal-shake-home
68,https://feals.com/blogs/discover/CBD-mints-heres-why-you-should-try-them
69,https://try.eatpropergood.com/adventure/
70,https://www.dropps.com/pages/homepage-variation-lander
71,https://try.wantable.com/holiday-v1/
72,https://kswiss.com/pages/court
73,https://www.stikwood.com/discount/VFREESHIPPING
74,https://try.status.co/99-kingslayer-headphones/
75,https://get.smartnora.com/fbvx
76,https://www.vietri.com/pages/to-the-trade
77,https://www.thefoggydog.com/pages/make-it-personal
78,https://www.thebrick.com/VIP
79,https://try.freshly.com/lp-2/get-40-off
80,http://bit.ly/45Atf2c
81,https://monicaandandy.com/pages/hereforitall
82,
83,https://crownandpaw.com/pages/watercolor-pet-portraits
84,https://purplefire.io/dtc-landing-pages/#
85,https://dalstrong.com/pages/forged-for
86,https://rent.livefeather.com/why-rent/
87,https://ehplabs.ca/discount/fb10
88,https://www.drinkhydrant.com/
89,https://try.dyper.com/promo/halfbundle/
90,https://frame-store.com/pages/f23-latest-drops
91,https://grassfed.butcherbox.com/list-style-sms-pop-up/
92,https://discover.gotoaisle.com/boomboom-wegmans
93,https://www.citygrounds.com/pages/electric
94,https://www.bulbhead.com/pages/mermaid2
95,https://miko.ai/store/miko3
96,https://get.fellowproducts.com/f/2117/clear
97,https://purplefire.io/dtc-landing-pages/#
98,https://herohealth.com/manage-my-meds/
99,https://www.wearfigs.com/pages/women-home
100,https://vegamour.com/pages/MELISSA2
101,http://mudwtr.com/pages/rise
102,https://studs.com/a/vote
103,https://bluetokaicoffee.com/pages/what-india-brews
104,https://get.dinnerly.com/the-last-meal-kit-575p2x20p/
105,http://try.catperson.com/why-we-created-cat-person/
106,https://www.teamiblends.com/pages/alexa-pv-20
107,https://www.kettleandfire.com/?ab-truemed=true
108,https://judy.co/pages/prepkits
109,https://www.skylightframe.com/calendar
110,http://t.langehair.com/SHAQF
111,https://in.sugarcosmetics.com/pages/sugar-play
112,https://legacybox.com/pages/how-it-works
113,https://purplefire.io/dtc-landing-pages/#
114,https://iliabeauty.com/shop-the-look/myfacestory/c-beyond-routine
115,https://tenzotea.co/pages/6-reasons-moms-v1
116,https://discover.gotoaisle.com/truff-walmart
117,https://room.com/pages/meeting-room
118,https://welcome.sundays-company.com/best-sellers/
119,https://www.semihandmade.com/pages/cabinet-replacement-pieces
120,https://purplefire.io/dtc-landing-pages/#
121,https://purplefire.io/dtc-landing-pages/#
122,https://shop.hopwtr.com/lp1/
123,https://projectyourself.com/FREETuning
124,https://www.brumate.com/pages/era-series
125,https://huel.com/pages/millions-are-switching-their-meals-to-huel-black-edition-here-s-5-reasons-why
126,https://geologie.com/pages/five-dollar-trial
127,https://seeds.88acres.com/seed-butters-pumpkin
128,https://hvmn.com/pages/ketone-iq-social
129,https://www.trxtraining.com/pages/subscriptions
130,https://lifeboostcoffee.com/pages/healthy-coffee-ot2e-19
131,http://try.drinkbev.com/limitedoffer/a/
132,https://www.beginningboutique.com.au/new
133,https://joovv.com/pages/wellness
134,https://uk.anycubic.com/pages/anycubic-kobra-2-series-new-release
135,https://cheesemaking.com/pages/how-to-make-cheese-at-home-5-easy-recipes
136,https://www.thinx.com/thinx/postpartum
137,https://aloha.com/pages/sample-pack-offer-0323
138,https://www.fragrantjewels.com/pages/nevermore-collection
139,https://purplefire.io/dtc-landing-pages/#
140,https://www.harrys.com/go/fb-pro-psb
141,https://ryleeandcru.com/pages/back-to-school
142,https://shop.bollandbranch.com/ig-laurenebown-social
143,https://buy.picnicallergy.com/specialoffer33
144,https://www.blueland.com/costco-toilet
145,https://drink.avecdrinks.com/lp-sampler-pack-tequila/
146,https://www.homechef.com/try-oven-ready
147,https://exploreforia.com/intimacy-lube-so
148,https://dream.sisterjane.com/SisterJane
149,https://www.onlynaturalpet.com/pages/boulder
150,https://pvolve.link/ugc-bundles
151,https://mtnops.com/pages/hunt
152,https://purplefire.io/dtc-landing-pages/#
153,https://lekkerhome.com/between-lines-deck-chair
154,https://properzzzs.com/
155,https://purplefire.io/dtc-landing-pages/#
156,https://redcon1.com/page/try
157,https://purplefire.io/dtc-landing-pages/try.milkbarstore.net/favorites/
158,https://go.moxie.com/SHsS
159,https://www.trysnow.com/pages/celebrities-teeth-whitening
160,https://offer.milkbooks.com/30-off-all
161,https://rags.attn.tv/p/6ze/landing-page
162,https://eat.hungryroot.com/goodbye-meal-kits-yum1
163,https://try.hexclad.com/byob/
164,https://www.olly.com/adaptogens
165,https://c.lazada.com.ph/t/c.Yrqv9n
166,https://shop.moonpod.co/benefits-of-moonpod
167,https://featclothing.com/pages/summershorts
168,https://knockaround.com/pages/sunglasses
169,https://get.magicspoon.com/miss-cereal-2/cb.html
170,https://go.modernliving.tips/top-3-best-rugs-transform-your-home50765340
171,https://www.47brand.com/pages/college-vault
172,https://bitetoothpastebits.com/pages/get-started-trial
173,https://offer.thepetlabco.com/skin_coat
174,https://get.drinksurely.com/l/l1
175,https://www.colorsmith.eu/lp/why-were-different
176,https://dailygem.co/pages/gem-de-save-30
177,https://stojo.co/pages/try-stojo-foodstorage-mixed-10-and-12-pack
178,https://coola.com/pages/dew-good
179,https://www.mjbale.com/pages/weddings
180,https://www.dangoproducts.com/pages/tactical-edc
181,https://olaplex.attn.tv/p/oDh/landing-page
182,https://paperlike.com/pages/5-reasons-why-paperlike
183,https://get.kokoon.io/relax-limitedtimeoffer/
184,http://www.curlmix.com/pages/silver-curls
185,https://tommyjohn.com/pages/influencer-lp4-18
186,https://www.originalgrain.com/discount/HEAL25
187,https://cometeer.com/?code=SMCtok
188,https://trial.obefitness.com/katieleebiegel/
189,https://ambassadors.ouraring.com/partners.html?utm_source=2499&utm_medium=ambassador&cppid=2499&cpclid=182825d0dbeb425fa283a9b86895ec6d&utm_campaign=oura&utm_content=&utm_term=Lindsey+Vonn
190,https://ec30clean.com/sustainablecommunity-t
191,https://www.thequalityedit.com/articles/parachute-bedding-review
192,https://purplefire.io/dtc-landing-pages/#
193,https://purplefire.io/dtc-landing-pages/#
194,https://beautybio.com/pages/glofacial
195,https://beekman1802.com/pages/potato-peel-lp
196,https://www.nurturelife.com/50-off-best-baby-food/
197,https://purplefire.io/dtc-landing-pages/#
198,https://go.generationtux.com/fb-plan-from-home/
199,https://prismplus.sg/pages/heatwave
200,https://get.nori.co/nori-lp-1/
201,https://ca.vessi.com/pages/boardwalk-slip-on
202,https://www.bajaao.com/pages/bajaao-music-store
203,https://lp.sbrands.co/shop-cuyana-small-leather-goods/
204,https://www.cycologyclothing.com/pages/loyalty-program
205,https://www.bluebella.us/pages/provocative
206,https://design.modularclosets.com/garage-storage-closet-system
207,https://www.vervecoffee.com/pages/subscriptions
208,https://levelup.lifehousetonics.com/lifehouse-lattes/
209,https://www.bloombaby.com/blogs/news/bloom-presents-the-future-series
210,https://www.freshnlean.com/tastefresh/
211,https://go.kencko.com/links/
212,https://lp.sbrands.co/lip-balm-sale/
213,https://www.buywow.in/categories/vitamin-c-range
214,https://purplefire.io/dtc-landing-pages/#
215,https://www.peachandlily.com/pages/copper-peptide-pro-firming-serum
216,https://houseoflashes.com/pages/darling-collection
217,https://suzyshier.com/fr/pages/blazer-editorial
218,https://try.hanacure.com/all-in-one-facial-v2
219,https://1upnutrition.com/pages/greens-and-reds-superfoods
220,https://lp.sbrands.co/solawave-bye-acne-c2/
221,http://us.princesspolly.com/discount/MOOD20
222,https://www.the-citizenry.com/pages/the-hinoki-collection
223,https://www.vava.com/pages/sms-sign-up
224,https://fromourplace.co.uk/
225,https://de.lounge.com/pages/core-apparel
226,https://www.grove.co/welcome/mmcdbu-pop?offer=fbmmcdbunar
227,https://latest.blissy.com/7-reasons-2
228,https://www.endy.com/rise-to-shine
229,https://www.factor75.com/plans
230,https://vitasave.ca/pages/anti-aging-bundle-pack
231,https://oliveandjune.com/pages/the-o-j-fall-2023-collection
232,https://moonjuice.com/pages/magnesi-om-offer
233,https://www.gruntstyle.com/pages/military-and-veteran-picks
234,https://www.vicicollection.com/pages/ambassador-program
235,http://fuel-meals.pxf.io/Mmy0xM
236,https://start.getsunday.com/sETO/CustomLawnCare
237,https://purplefire.io/dtc-landing-pages/#
238,https://try.atlascoffeeclub.com/is-this-the-most-delicious-kcup-2/
239,https://jot.co/pages/welcome-landing-new
240,http://sip.chamberlaincoffee.com/emmas-faves/a.html
241,http://try.miraclebrand.co/sheets/ksp-v15/
242,https://drcuddles.com/pages/how-readyrescue-saved-life-3c
243,https://dosedaily.co/pages/liver-enzyme-support
244,https://www.flewdstresscare.com/pages/5-reasons
245,https://trynood.com/pages/shaving-lander
246,https://noonbrew.co/pages/v5-starter-kit
247,https://shop.truvani.com/pages/protein-package-fb45
248,https://try.brightland.co/b2-duo
249,https://gripharness.com/pages/gripharness
